uid	regulation	name	id	type	prob	correct	incorrect	zero	score
16869	-1	RAR Family		Protein	1.221e-309	1	0	7	1
16869	0	RAR Family		Protein	1	0	0	0	0
16869	1	RAR Family		Protein	1.3568e-309	0	1	7	-1
16995	-1	camptothecin	27656	Compound	1.22121e-309	2	1	3	1
16995	0	camptothecin	27656	Compound	1	0	0	0	0
16995	1	camptothecin	27656	Compound	1.35702e-309	1	2	3	-1
17019	-1	HTT	3064	Protein	1.22142e-309	1	0	3	1
17019	0	HTT	3064	Protein	1	0	0	0	0
17019	1	HTT	3064	Protein	1.35723e-309	0	1	3	-1
1711	-1	GABPB1	2553	Protein	1.16243e-309	0	1	3	-1
1711	0	GABPB1	2553	Protein	1	0	0	0	0
1711	1	GABPB1	2553	Protein	1.29824e-309	1	0	3	1
174	-1	hydrogen peroxide	16240	Compound	1	16	7	19	9
174	0	hydrogen peroxide	16240	Compound	1.22206e-309	0	0	0	0
174	1	hydrogen peroxide	16240	Compound	1.28996e-309	7	16	19	-9
1776	-1	ZFP161	7541	Protein	1.16264e-309	1	0	0	1
1776	0	ZFP161	7541	Protein	1.23055e-309	0	0	0	0
1776	1	ZFP161	7541	Protein	1	0	1	0	-1
1841	-1	androgen	50113	Compound	1.16285e-309	8	12	138	-4
1841	0	androgen	50113	Compound	1.23076e-309	0	0	0	0
1841	1	androgen	50113	Compound	1	12	8	138	4
1846	-1	prostaglandin A2	27820	Compound	1.16307e-309	0	1	0	-1
1846	0	prostaglandin A2	27820	Compound	1	0	0	0	0
1846	1	prostaglandin A2	27820	Compound	1.29887e-309	1	0	0	1
1863	-1	BHLHE40	8553	Protein	1.16328e-309	1	4	43	-3
1863	0	BHLHE40	8553	Protein	1.23118e-309	0	0	0	0
1863	1	BHLHE40	8553	Protein	1	4	1	43	3
1940	-1	ARX	170302	Protein	1.16349e-309	1	1	41	0
1940	0	ARX	170302	Protein	1.23139e-309	0	0	0	0
1940	1	ARX	170302	Protein	1	1	1	41	0
1994	-1	POU4F1	5457	Protein	1.1637e-309	1	0	1	1
1994	0	POU4F1	5457	Protein	1	0	0	0	0
1994	1	POU4F1	5457	Protein	1.29951e-309	0	1	1	-1
2054	-1	PRKA Family		Protein	1.16391e-309	1	3	17	-2
2054	0	PRKA Family		Protein	1	0	0	0	0
2054	1	PRKA Family		Protein	1.29972e-309	3	1	17	2
2067	-1	FOXD1	2297	Protein	1.16413e-309	0	1	4	-1
2067	0	FOXD1	2297	Protein	1.23203e-309	0	0	0	0
2067	1	FOXD1	2297	Protein	1	1	0	4	1
2105	-1	Cebp Family		Protein	1.16434e-309	0	1	7	-1
2105	0	Cebp Family		Protein	1	0	0	0	0
2105	1	Cebp Family		Protein	1.30015e-309	1	0	7	1
2113	-1	TGFBR Family		Protein	1.16455e-309	6	7	58	-1
2113	0	TGFBR Family		Protein	1	0	0	0	0
2113	1	TGFBR Family		Protein	1.30036e-309	7	6	58	1
2128	-1	RUNX3	864	Protein	1.16476e-309	0	1	4	-1
2128	0	RUNX3	864	Protein	1	0	0	0	0
2128	1	RUNX3	864	Protein	1.30057e-309	1	0	4	1
214	-1	TYMP	1890	Protein	2.33733000000002e-310	1	0	3	1
214	0	TYMP	1890	Protein	1	0	0	0	0
214	1	TYMP	1890	Protein	1.29017e-309	0	1	3	-1
2178	-1	quinolinic acid	16675	Compound	1.16498e-309	1	0	0	1
2178	0	quinolinic acid	16675	Compound	1	0	0	0	0
2178	1	quinolinic acid	16675	Compound	1.30078e-309	0	1	0	-1
2212	-1	BLVRA	644	Protein	1.16519e-309	0	1	1	-1
2212	0	BLVRA	644	Protein	1	0	0	0	0
2212	1	BLVRA	644	Protein	1.301e-309	1	0	1	1
222	-1	STAT5 Family		Protein	1.15458e-309	1	0	10	1
222	0	STAT5 Family		Protein	1	0	0	0	0
222	1	STAT5 Family		Protein	1.29039e-309	0	1	10	-1
2261	-1	Stanolone		Compound	1.1654e-309	6	6	22	0
2261	0	Stanolone		Compound	1	0	0	0	0
2261	1	Stanolone		Compound	1.30121e-309	6	6	22	0
2312	-1	staurosporine	15738	Compound	1.16561e-309	0	1	2	-1
2312	0	staurosporine	15738	Compound	1	0	0	0	0
2312	1	staurosporine	15738	Compound	1.30142e-309	1	0	2	1
2340	-1	NFE2L1	4779	Protein	1	1	1	26	0
2340	0	NFE2L1	4779	Protein	1.23373e-309	0	0	0	0
2340	1	NFE2L1	4779	Protein	1.30163e-309	1	1	26	0
2342	-1	Pdgf Family		Protein	1.16604e-309	1	1	2	0
2342	0	Pdgf Family		Protein	1	0	0	0	0
2342	1	Pdgf Family		Protein	1.30184e-309	1	1	2	0
2380	-1	Prostratin		Compound	1.16625e-309	1	0	0	1
2380	0	Prostratin		Compound	1	0	0	0	0
2380	1	Prostratin		Compound	1.30206e-309	0	1	0	-1
2392	-1	HIST1H1T	3010	Protein	1.16646e-309	2	1	0	1
2392	0	HIST1H1T	3010	Protein	1	0	0	0	0
2392	1	HIST1H1T	3010	Protein	1.30227e-309	1	2	0	-1
2448	-1	arachidonic acid	15843	Compound	1.16667e-309	3	1	15	2
2448	0	arachidonic acid	15843	Compound	1	0	0	0	0
2448	1	arachidonic acid	15843	Compound	1.30248e-309	1	3	15	-2
2474	-1	High Density LipoProtein		Compound	1.16689e-309	1	0	4	1
2474	0	High Density LipoProtein		Compound	1	0	0	0	0
2474	1	High Density LipoProtein		Compound	1.30269e-309	0	1	4	-1
2499	-1	clofibrate	3750	Compound	1.1671e-309	1	3	93	-2
2499	0	clofibrate	3750	Compound	1	0	0	0	0
2499	1	clofibrate	3750	Compound	1.30291e-309	3	1	93	2
2548	-1	CUX1	1523	Protein	1.16731e-309	1	1	6	0
2548	0	CUX1	1523	Protein	1	0	0	0	0
2548	1	CUX1	1523	Protein	1.30312e-309	1	1	6	0
255	-1	FOXA1	3169	Protein	1.15479e-309	1	0	0	1
255	0	FOXA1	3169	Protein	1	0	0	0	0
255	1	FOXA1	3169	Protein	1.2906e-309	0	1	0	-1
2591	-1	GATA Family		Protein	1.16752e-309	0	1	0	-1
2591	0	GATA Family		Protein	1	0	0	0	0
2591	1	GATA Family		Protein	1.30333e-309	1	0	0	1
2628	-1	PIK3 Family		Protein	1.16773e-309	4	5	68	-1
2628	0	PIK3 Family		Protein	1	0	0	0	0
2628	1	PIK3 Family		Protein	1.30354e-309	5	4	68	1
2700	-1	MAPK Erk Family		Protein	1.16795e-309	3	4	20	-1
2700	0	MAPK Erk Family		Protein	1	0	0	0	0
2700	1	MAPK Erk Family		Protein	1.30375e-309	4	3	20	1
2717	-1	melatonin	16796	Compound	1.16816e-309	3	2	3	1
2717	0	melatonin	16796	Compound	1	0	0	0	0
2717	1	melatonin	16796	Compound	1.30397e-309	2	3	3	-1
2743	-1	Estrogens		Compound	1.16837e-309	2	2	17	0
2743	0	Estrogens		Compound	1	0	0	0	0
2743	1	Estrogens		Compound	1.30418e-309	2	2	17	0
2760	-1	SOX1	6656	Protein	1.16858e-309	2	0	15	2
2760	0	SOX1	6656	Protein	1	0	0	0	0
2760	1	SOX1	6656	Protein	1.30439e-309	0	2	15	-2
2828	-1	etoposide	4911	Compound	1.1688e-309	1	0	4	1
2828	0	etoposide	4911	Compound	1	0	0	0	0
2828	1	etoposide	4911	Compound	1.3046e-309	0	1	4	-1
2917	-1	glutathione	16856	Compound	1.16901e-309	0	1	0	-1
2917	0	glutathione	16856	Compound	1	0	0	0	0
2917	1	glutathione	16856	Compound	1.30482e-309	1	0	0	1
2974	-1	ENO1	2023	Protein	1.16922e-309	2	2	12	0
2974	0	ENO1	2023	Protein	1	0	0	0	0
2974	1	ENO1	2023	Protein	1.30503e-309	2	2	12	0
3144	-1	Tetradecanoylphorbol acetate		Compound	1.16943e-309	4	6	68	-2
3144	0	Tetradecanoylphorbol acetate		Compound	1	0	0	0	0
3144	1	Tetradecanoylphorbol acetate		Compound	1.30524e-309	6	4	68	2
3172	-1	TRIM28	10155	Protein	1.16964e-309	2	2	9	0
3172	0	TRIM28	10155	Protein	1	0	0	0	0
3172	1	TRIM28	10155	Protein	1.30545e-309	2	2	9	0
3212	-1	ETV1	2115	Protein	1.16986e-309	2	4	87	-2
3212	0	ETV1	2115	Protein	1	0	0	0	0
3212	1	ETV1	2115	Protein	1.30566e-309	4	2	87	2
326	-1	cyclic AMP		Compound	1.155e-309	7	9	90	-2
326	0	cyclic AMP		Compound	1	0	0	0	0
326	1	cyclic AMP		Compound	1.29081e-309	9	7	90	2
3305	-1	KLF9	687	Protein	1.17007e-309	0	2	9	-2
3305	0	KLF9	687	Protein	1	0	0	0	0
3305	1	KLF9	687	Protein	1.30588e-309	2	0	9	2
3330	-1	butyric acid	30772	Compound	1.17028e-309	0	1	6	-1
3330	0	butyric acid	30772	Compound	1	0	0	0	0
3330	1	butyric acid	30772	Compound	1.30609e-309	1	0	6	1
3336	-1	celecoxib	41423	Compound	1.17049e-309	3	2	0	1
3336	0	celecoxib	41423	Compound	1	0	0	0	0
3336	1	celecoxib	41423	Compound	1.3063e-309	2	3	0	-1
3402	-1	Aspirin		Compound	1.17071e-309	0	2	22	-2
3402	0	Aspirin		Compound	1	0	0	0	0
3402	1	Aspirin		Compound	1.30651e-309	2	0	22	2
3475	-1	mifepristone	50692	Compound	1	9	3	1	6
3475	0	mifepristone	50692	Compound	1.23882e-309	0	0	0	0
3475	1	mifepristone	50692	Compound	1.30673e-309	3	9	1	-6
3478	-1	corticotropin	3892	Compound	1.17113e-309	0	1	4	-1
3478	0	corticotropin	3892	Compound	1	0	0	0	0
3478	1	corticotropin	3892	Compound	1.30694e-309	1	0	4	1
3544	-1	Suberoylanilide hydroxamic acid		Compound	1.17134e-309	1	2	1	-1
3544	0	Suberoylanilide hydroxamic acid		Compound	1	0	0	0	0
3544	1	Suberoylanilide hydroxamic acid		Compound	1.30715e-309	2	1	1	1
3550	-1	Mapk p38 Family		Protein	1.17155e-309	1	0	7	1
3550	0	Mapk p38 Family		Protein	1	0	0	0	0
3550	1	Mapk p38 Family		Protein	1.30736e-309	0	1	7	-1
357	-1	PBX2	5089	Protein	1.15521e-309	0	1	3	-1
357	0	PBX2	5089	Protein	1.22312e-309	0	0	0	0
357	1	PBX2	5089	Protein	1	1	0	3	1
3601	-1	CDK2AP1	8099	Protein	1.17177e-309	1	1	2	0
3601	0	CDK2AP1	8099	Protein	1	0	0	0	0
3601	1	CDK2AP1	8099	Protein	1.30757e-309	1	1	2	0
3690	-1	cholic acid	16359	Compound	1.17198e-309	2	3	2	-1
3690	0	cholic acid	16359	Compound	1	0	0	0	0
3690	1	cholic acid	16359	Compound	1.30779e-309	3	2	2	1
3727	-1	Allergens		Compound	1.17219e-309	1	4	91	-3
3727	0	Allergens		Compound	1	0	0	0	0
3727	1	Allergens		Compound	1.308e-309	4	1	91	3
3774	-1	HOXA5	3202	Protein	1.1724e-309	2	2	11	0
3774	0	HOXA5	3202	Protein	1	0	0	0	0
3774	1	HOXA5	3202	Protein	1.30821e-309	2	2	11	0
3787	-1	THAP1	55145	Protein	1.17261e-309	3	0	88	3
3787	0	THAP1	55145	Protein	1	0	0	0	0
3787	1	THAP1	55145	Protein	1.30842e-309	0	3	88	-3
3814	-1	Expi		Protein	1.17283e-309	0	1	5	-1
3814	0	Expi		Protein	1	0	0	0	0
3814	1	Expi		Protein	1.30863e-309	1	0	5	1
3853	-1	VEGF Family		Protein	1.17304e-309	0	2	8	-2
3853	0	VEGF Family		Protein	1	0	0	0	0
3853	1	VEGF Family		Protein	1.30885e-309	2	0	8	2
3875	-1	RB1	5925	Protein	1.17325e-309	3	2	12	1
3875	0	RB1	5925	Protein	1	0	0	0	0
3875	1	RB1	5925	Protein	1.30906e-309	2	3	12	-1
3883	-1	HNF1A	6927	Protein	1.17346e-309	2	1	19	1
3883	0	HNF1A	6927	Protein	1	0	0	0	0
3883	1	HNF1A	6927	Protein	1.30927e-309	1	2	19	-1
4016	-1	Dronabinol		Compound	1.17368e-309	1	2	0	-1
4016	0	Dronabinol		Compound	1	0	0	0	0
4016	1	Dronabinol		Compound	1.30948e-309	2	1	0	1
4030	-1	metformin	6801	Compound	1.17389e-309	3	0	4	3
4030	0	metformin	6801	Compound	1.24179e-309	0	0	0	0
4030	1	metformin	6801	Compound	1	0	3	4	-3
4078	-1	NPPA	4878	Protein	1.1741e-309	0	2	0	-2
4078	0	NPPA	4878	Protein	1	0	0	0	0
4078	1	NPPA	4878	Protein	1.30991e-309	2	0	0	2
4094	-1	verapamil	9948	Compound	1.17431e-309	1	0	1	1
4094	0	verapamil	9948	Compound	1	0	0	0	0
4094	1	verapamil	9948	Compound	1.31012e-309	0	1	1	-1
4263	-1	trichostatin A	46024	Compound	1	5	3	104	2
4263	0	trichostatin A	46024	Compound	1.24243e-309	0	0	0	0
4263	1	trichostatin A	46024	Compound	1.31033e-309	3	5	104	-2
4358	-1	flutamide	5132	Compound	1.17474e-309	1	0	41	1
4358	0	flutamide	5132	Compound	1	0	0	0	0
4358	1	flutamide	5132	Compound	1.31054e-309	0	1	41	-1
4373	-1	Retinol acetate		Compound	1.17495e-309	4	0	3	4
4373	0	Retinol acetate		Compound	1	0	0	0	0
4373	1	Retinol acetate		Compound	1.31076e-309	0	4	3	-4
4447	-1	IFRD1	3475	Protein	1.17516e-309	1	0	4	1
4447	0	IFRD1	3475	Protein	1	0	0	0	0
4447	1	IFRD1	3475	Protein	1.31097e-309	0	1	4	-1
4457	-1	resveratrol	27881	Compound	1.17537e-309	7	4	40	3
4457	0	resveratrol	27881	Compound	1	0	0	0	0
4457	1	resveratrol	27881	Compound	1.31118e-309	4	7	40	-3
453	-1	RPS29	6235	Protein	1.15543e-309	1	0	4	1
453	0	RPS29	6235	Protein	1	0	0	0	0
453	1	RPS29	6235	Protein	1.29123e-309	0	1	4	-1
4588	-1	ciprofibrate	50867	Compound	1.17559e-309	2	6	37	-4
4588	0	ciprofibrate	50867	Compound	1	0	0	0	0
4588	1	ciprofibrate	50867	Compound	1.31139e-309	6	2	37	4
4647	-1	ZHX3	23051	Protein	1.1758e-309	1	0	14	1
4647	0	ZHX3	23051	Protein	1	0	0	0	0
4647	1	ZHX3	23051	Protein	1.31161e-309	0	1	14	-1
4669	-1	D-Glucose, anhydrous		Compound	1.17601e-309	2	3	25	-1
4669	0	D-Glucose, anhydrous		Compound	1	0	0	0	0
4669	1	D-Glucose, anhydrous		Compound	1.31182e-309	3	2	25	1
468	-1	ceramide	52639	Compound	1.15564e-309	2	0	89	2
468	0	ceramide	52639	Compound	1.22354e-309	0	0	0	0
468	1	ceramide	52639	Compound	1	0	2	89	-2
4733	-1	serum leptin		Compound	1.17622e-309	2	0	10	2
4733	0	serum leptin		Compound	1	0	0	0	0
4733	1	serum leptin		Compound	1.31203e-309	0	2	10	-2
4751	-1	NKX2-1	7080	Protein	1.17643e-309	2	2	5	0
4751	0	NKX2-1	7080	Protein	1	0	0	0	0
4751	1	NKX2-1	7080	Protein	1.31224e-309	2	2	5	0
4877	-1	NADH	16908	Compound	1.17665e-309	0	2	0	-2
4877	0	NADH	16908	Compound	1	0	0	0	0
4877	1	NADH	16908	Compound	1.31245e-309	2	0	0	2
4995	-1	aldosterone	27584	Compound	1.17686e-309	5	2	20	3
4995	0	aldosterone	27584	Compound	1.24476e-309	0	0	0	0
4995	1	aldosterone	27584	Compound	1	2	5	20	-3
500	-1	PIAS2	9063	Protein	1.15585e-309	0	1	3	-1
500	0	PIAS2	9063	Protein	1	0	0	0	0
500	1	PIAS2	9063	Protein	1.29166e-309	1	0	3	1
5155	-1	U2AF1	7307	Protein	1.17707e-309	1	0	0	1
5155	0	U2AF1	7307	Protein	1	0	0	0	0
5155	1	U2AF1	7307	Protein	1.31288e-309	0	1	0	-1
524	-1	Hydrocortisone		Compound	1.15606e-309	6	5	29	1
524	0	Hydrocortisone		Compound	1	0	0	0	0
524	1	Hydrocortisone		Compound	1.29187e-309	5	6	29	-1
5315	-1	TAF4B	6875	Protein	1.17728e-309	0	1	2	-1
5315	0	TAF4B	6875	Protein	1	0	0	0	0
5315	1	TAF4B	6875	Protein	1.31309e-309	1	0	2	1
5346	-1	thapsigargin	9516	Compound	1	0	2	21	-2
5346	0	thapsigargin	9516	Compound	1.2454e-309	0	0	0	0
5346	1	thapsigargin	9516	Compound	1.3133e-309	2	0	21	2
5459	-1	FOXO3	2309	Protein	1	83	17	11	66
5459	0	FOXO3	2309	Protein	1.24561e-309	0	0	0	0
5459	1	FOXO3	2309	Protein	1.31352e-309	17	83	11	-66
5520	-1	Agtr1b	81638	Protein	1.17792e-309	0	1	3	-1
5520	0	Agtr1b	81638	Protein	1	0	0	0	0
5520	1	Agtr1b	81638	Protein	1.31373e-309	1	0	3	1
5531	-1	ZBTB17	7709	Protein	1.17813e-309	1	1	8	0
5531	0	ZBTB17	7709	Protein	1	0	0	0	0
5531	1	ZBTB17	7709	Protein	1.31394e-309	1	1	8	0
5603	-1	lipopolysaccharide	16412	Compound	1.17834e-309	7	4	66	3
5603	0	lipopolysaccharide	16412	Compound	1	0	0	0	0
5603	1	lipopolysaccharide	16412	Compound	1.31415e-309	4	7	66	-3
5742	-1	palmitic acid	15756	Compound	1.17856e-309	3	0	8	3
5742	0	palmitic acid	15756	Compound	1	0	0	0	0
5742	1	palmitic acid	15756	Compound	1.31436e-309	0	3	8	-3
5752	-1	bortezomib	52717	Compound	1.17877e-309	2	2	10	0
5752	0	bortezomib	52717	Compound	1	0	0	0	0
5752	1	bortezomib	52717	Compound	1.31458e-309	2	2	10	0
5897	-1	homocysteine	17230	Compound	1.17898e-309	2	0	4	2
5897	0	homocysteine	17230	Compound	1	0	0	0	0
5897	1	homocysteine	17230	Compound	1.31479e-309	0	2	4	-2
5945	-1	TGFB Family		Protein	1.17919e-309	2	0	16	2
5945	0	TGFB Family		Protein	1	0	0	0	0
5945	1	TGFB Family		Protein	1.315e-309	0	2	16	-2
597	-1	MAPK p38 Family		Protein	1.15628e-309	2	1	5	1
597	0	MAPK p38 Family		Protein	1	0	0	0	0
597	1	MAPK p38 Family		Protein	1.29208e-309	1	2	5	-1
6083	-1	FOXO4	4303	Protein	1.17941e-309	6	2	9	4
6083	0	FOXO4	4303	Protein	1	0	0	0	0
6083	1	FOXO4	4303	Protein	1.31521e-309	2	6	9	-4
6096	-1	POU3F3	5455	Protein	1.17962e-309	1	0	6	1
6096	0	POU3F3	5455	Protein	1	0	0	0	0
6096	1	POU3F3	5455	Protein	1.31543e-309	0	1	6	-1
6109	-1	CASQ1	844	Protein	1	1	0	7	1
6109	0	CASQ1	844	Protein	1.24773e-309	0	0	0	0
6109	1	CASQ1	844	Protein	1.31564e-309	0	1	7	-1
6160	-1	Ciglitazone		Compound	1.18004e-309	1	0	11	1
6160	0	Ciglitazone		Compound	1	0	0	0	0
6160	1	Ciglitazone		Compound	1.31585e-309	0	1	11	-1
617	-1	lapatinib	49603	Compound	1.15649e-309	5	0	4	5
617	0	lapatinib	49603	Compound	1	0	0	0	0
617	1	lapatinib	49603	Compound	1.2923e-309	0	5	4	-5
6196	-1	okadaic acid	44658	Compound	1.18025e-309	1	2	8	-1
6196	0	okadaic acid	44658	Compound	1	0	0	0	0
6196	1	okadaic acid	44658	Compound	1.31606e-309	2	1	8	1
6321	-1	HNRNPU	3192	Protein	1.18047e-309	1	0	1	1
6321	0	HNRNPU	3192	Protein	1	0	0	0	0
6321	1	HNRNPU	3192	Protein	1.31627e-309	0	1	1	-1
6382	-1	KLF11	8462	Protein	1.18068e-309	0	1	5	-1
6382	0	KLF11	8462	Protein	1	0	0	0	0
6382	1	KLF11	8462	Protein	1.31649e-309	1	0	5	1
641	-1	HOXD3	3232	Protein	1.1567e-309	2	3	0	-1
641	0	HOXD3	3232	Protein	1	0	0	0	0
641	1	HOXD3	3232	Protein	1.29251e-309	3	2	0	1
6503	-1	Dinoprostone		Compound	1.18089e-309	1	2	16	-1
6503	0	Dinoprostone		Compound	1	0	0	0	0
6503	1	Dinoprostone		Compound	1.3167e-309	2	1	16	1
6507	-1	PIAS2	9063	Protein	1.1811e-309	0	1	1	-1
6507	0	PIAS2	9063	Protein	1.24901e-309	0	0	0	0
6507	1	PIAS2	9063	Protein	1	1	0	1	1
6560	-1	Activin		Compound	1.18132e-309	1	2	4	-1
6560	0	Activin		Compound	1	0	0	0	0
6560	1	Activin		Compound	1.31712e-309	2	1	4	1
668	-1	CLN5	1203	Protein	1.15691e-309	1	3	0	-2
668	0	CLN5	1203	Protein	1	0	0	0	0
668	1	CLN5	1203	Protein	1.29272e-309	3	1	0	2
6759	-1	MESP2	145873	Protein	1.18153e-309	0	1	0	-1
6759	0	MESP2	145873	Protein	1	0	0	0	0
6759	1	MESP2	145873	Protein	1.31733e-309	1	0	0	1
6762	-1	HNRNPK	3190	Protein	1.18174e-309	3	0	5	3
6762	0	HNRNPK	3190	Protein	1.24964e-309	0	0	0	0
6762	1	HNRNPK	3190	Protein	1	0	3	5	-3
6774	-1	NGF	4803	Protein	1.18195e-309	4	2	51	2
6774	0	NGF	4803	Protein	1	0	0	0	0
6774	1	NGF	4803	Protein	1.31776e-309	2	4	51	-2
6873	-1	trans10,cis12-Octadecadienoate		Compound	1.18216e-309	2	0	0	2
6873	0	trans10,cis12-Octadecadienoate		Compound	1	0	0	0	0
6873	1	trans10,cis12-Octadecadienoate		Compound	1.31797e-309	0	2	0	-2
690	-1	Mapk JNK Family		Protein	1.15712e-309	0	1	0	-1
690	0	Mapk JNK Family		Protein	1	0	0	0	0
690	1	Mapk JNK Family		Protein	1.29293e-309	1	0	0	1
6927	-1	lysophosphatidic acid	52288	Compound	1.18238e-309	0	1	5	-1
6927	0	lysophosphatidic acid	52288	Compound	1	0	0	0	0
6927	1	lysophosphatidic acid	52288	Compound	1.31818e-309	1	0	5	1
6943	-1	HOXB1	3211	Protein	1.18259e-309	0	1	0	-1
6943	0	HOXB1	3211	Protein	1	0	0	0	0
6943	1	HOXB1	3211	Protein	1.3184e-309	1	0	0	1
6954	-1	TP53	7157	Protein	1	8	5	116	3
6954	0	TP53	7157	Protein	1.2507e-309	0	0	0	0
6954	1	TP53	7157	Protein	1.31861e-309	5	8	116	-3
7110	-1	RAS Family		Protein	1.18301e-309	0	1	16	-1
7110	0	RAS Family		Protein	1	0	0	0	0
7110	1	RAS Family		Protein	1.31882e-309	1	0	16	1
7148	-1	GRP	2922	Protein	1.18322e-309	1	0	3	1
7148	0	GRP	2922	Protein	1	0	0	0	0
7148	1	GRP	2922	Protein	1.31903e-309	0	1	3	-1
7155	-1	taurocholic acid	28865	Compound	1.18344e-309	1	0	12	1
7155	0	taurocholic acid	28865	Compound	1	0	0	0	0
7155	1	taurocholic acid	28865	Compound	1.31924e-309	0	1	12	-1
7231	-1	TCF3	6929	Protein	1.18365e-309	0	1	3	-1
7231	0	TCF3	6929	Protein	1	0	0	0	0
7231	1	TCF3	6929	Protein	1.31946e-309	1	0	3	1
7246	-1	FOXO1	2308	Protein	1.18386e-309	1	0	8	1
7246	0	FOXO1	2308	Protein	1	0	0	0	0
7246	1	FOXO1	2308	Protein	1.31967e-309	0	1	8	-1
7382	-1	ICI D1694		Compound	1.18407e-309	1	1	3	0
7382	0	ICI D1694		Compound	1	0	0	0	0
7382	1	ICI D1694		Compound	1.31988e-309	1	1	3	0
7403	-1	Very Low Density LipoProtein		Compound	1.18429e-309	1	0	1	1
7403	0	Very Low Density LipoProtein		Compound	1	0	0	0	0
7403	1	Very Low Density LipoProtein		Compound	1.32009e-309	0	1	1	-1
7405	-1	finasteride	5062	Compound	1.1845e-309	1	0	0	1
7405	0	finasteride	5062	Compound	1	0	0	0	0
7405	1	finasteride	5062	Compound	1.32031e-309	0	1	0	-1
7414	-1	calcitriol	17823	Compound	1.18471e-309	6	5	34	1
7414	0	calcitriol	17823	Compound	1	0	0	0	0
7414	1	calcitriol	17823	Compound	1.32052e-309	5	6	34	-1
743	-1	Oxidopamine		Compound	1	1	1	23	0
743	0	Oxidopamine		Compound	1.22524e-309	0	0	0	0
743	1	Oxidopamine		Compound	1.29314e-309	1	1	23	0
7482	-1	Enzastaurin Hydrochloride		Compound	1.18492e-309	5	1	9	4
7482	0	Enzastaurin Hydrochloride		Compound	1	0	0	0	0
7482	1	Enzastaurin Hydrochloride		Compound	1.32073e-309	1	5	9	-4
750	-1	AGT	183	Protein	1.15755e-309	9	2	24	7
750	0	AGT	183	Protein	1	0	0	0	0
750	1	AGT	183	Protein	1.29336e-309	2	9	24	-7
7511	-1	MYOCD	93649	Protein	1.18513e-309	1	0	7	1
7511	0	MYOCD	93649	Protein	1	0	0	0	0
7511	1	MYOCD	93649	Protein	1.32094e-309	0	1	7	-1
7560	-1	PRKCB	5579	Protein	1.18535e-309	0	1	4	-1
7560	0	PRKCB	5579	Protein	1	0	0	0	0
7560	1	PRKCB	5579	Protein	1.32115e-309	1	0	4	1
7611	-1	NOTCH1	4851	Protein	1.18556e-309	0	1	17	-1
7611	0	NOTCH1	4851	Protein	1	0	0	0	0
7611	1	NOTCH1	4851	Protein	1.32137e-309	1	0	17	1
7619	-1	vitamin E	33234	Compound	1.18577e-309	2	1	6	1
7619	0	vitamin E	33234	Compound	1	0	0	0	0
7619	1	vitamin E	33234	Compound	1.32158e-309	1	2	6	-1
7641	-1	PRKC Family		Protein	1.18598e-309	7	3	50	4
7641	0	PRKC Family		Protein	1	0	0	0	0
7641	1	PRKC Family		Protein	1.32179e-309	3	7	50	-4
7661	-1	IRF7	3665	Protein	1.1862e-309	2	0	74	2
7661	0	IRF7	3665	Protein	1	0	0	0	0
7661	1	IRF7	3665	Protein	1.322e-309	0	2	74	-2
7918	-1	PIK3 Family		Protein	1.18641e-309	2	0	5	2
7918	0	PIK3 Family		Protein	1	0	0	0	0
7918	1	PIK3 Family		Protein	1.32222e-309	0	2	5	-2
7956	-1	HNF1A	6927	Protein	1.18662e-309	2	5	28	-3
7956	0	HNF1A	6927	Protein	1.25452e-309	0	0	0	0
7956	1	HNF1A	6927	Protein	1	5	2	28	3
7997	-1	FOXA2	3170	Protein	1.18683e-309	3	3	108	0
7997	0	FOXA2	3170	Protein	1	0	0	0	0
7997	1	FOXA2	3170	Protein	1.32264e-309	3	3	108	0
8010	-1	SMARCE1	6605	Protein	1.18704e-309	0	1	7	-1
8010	0	SMARCE1	6605	Protein	1	0	0	0	0
8010	1	SMARCE1	6605	Protein	1.32285e-309	1	0	7	1
8031	-1	XIAP	331	Protein	1.18726e-309	1	0	1	1
8031	0	XIAP	331	Protein	1	0	0	0	0
8031	1	XIAP	331	Protein	1.32306e-309	0	1	1	-1
8091	-1	MAPK JNK Family		Protein	1.18747e-309	2	2	15	0
8091	0	MAPK JNK Family		Protein	1	0	0	0	0
8091	1	MAPK JNK Family		Protein	1.32328e-309	2	2	15	0
8141	-1	hydroquinone	17594	Compound	1.18768e-309	1	1	0	0
8141	0	hydroquinone	17594	Compound	1	0	0	0	0
8141	1	hydroquinone	17594	Compound	1.32349e-309	1	1	0	0
8209	-1	GK	2710	Protein	1.18789e-309	2	5	0	-3
8209	0	GK	2710	Protein	1	0	0	0	0
8209	1	GK	2710	Protein	1.3237e-309	5	2	0	3
8376	-1	KLF1	10661	Protein	1.18811e-309	20	115	25	-95
8376	0	KLF1	10661	Protein	1.25601e-309	0	0	0	0
8376	1	KLF1	10661	Protein	1	115	20	25	95
8395	-1	TP63	8626	Protein	1.18832e-309	2	5	121	-3
8395	0	TP63	8626	Protein	1	0	0	0	0
8395	1	TP63	8626	Protein	1.32413e-309	5	2	121	3
844	-1	TFAP2A	7020	Protein	1.15776e-309	1	2	33	-1
844	0	TFAP2A	7020	Protein	1.22566e-309	0	0	0	0
844	1	TFAP2A	7020	Protein	1	2	1	33	1
